SMILES,truth,predictions
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,"O=C(O)COCC[N+]1(OC(c2ccccc2)c2ccc(Cl)cc2)CCNCC1,Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,O=C(O)CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCC[N+]1([O-])CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCC[N+]1(O)CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1"
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,"CN1CCc2cccc3c2C1Cc1ccc(=O)c(=O)c13,COc1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3,CN1CCc2cccc3c2C1Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1-3,Oc1ccc2c(c1O)-c1cccc3c1C(C2)NCC3,COc1c(O)ccc2c1-c1cccc3c1C(C2)N(C)CC3,CN1CCc2cccc3c2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1-3","CN1CCc2cccc3c2C1Cc1ccc(OS(=O)(=O)O)c(O)c1-3,COc1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3,COc1ccc2c3c1-c1cccc(O)c1CC3NCC2,COc1ccc2c(c1O)-c1cccc3c1C(C2)NCC3,CN1CCc2cccc3c2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1-3"
CCN(CC)CCOC(=O)c1ccc(N)cc1,"Nc1ccc(C(=O)O)cc1,CCN(CC)CCO","CCN(CC)CCOC(=O)c1ccc(NC(C)=O)cc1,Nc1ccc(C(=O)O)cc1,CCNCCOC(=O)c1ccc(N)cc1"
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C(O)C1OC(OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O,"O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1OC1OC(C(=O)O)C(O)C(O)C1O,O=C(O)C1OC(OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O,OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C1Nc2c(O)cc(Cl)cc2C(c2ccccc2)=NC1O,O=CNc1ccc(Cl)cc1C(=NCC(=O)O)c1ccccc1,O=C1Nc2ccc(Cl)cc2C(c2ccc(O)cc2)=NC1O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1OC1OC(CO)C(O)C(O)C1O"
CN[C@@H](C)[C@@H](O)c1ccccc1,CC(N)C(O)c1ccccc1,"CNC(C)C(O)c1ccc(O)cc1,CNC(C)C(=O)c1ccccc1,CC(N)C(O)c1ccc(O)cc1,CC(N)C(O)c1ccc(O)cc1,CC(N)C(O)c1ccc(O)cc1,CC(N)C(O)c1ccccc1,CNC(C)C(=O)c1ccccc1,CC(N)C(O)c1ccc(O)cc1,CC(N)C(O)c1ccccc1"
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,CCCCNc1ccc(C(=O)O)cc1,"CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(N)cc1,CCCCN(CCCC)c1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCO)cc1,CCCCNc1ccc(C(=O)O)cc1,CCCCNc1ccc(C(=O)OCCOCCO)cc1,COCCOCCOCCOCCOCCOCCOC(=O)c1ccc(N(CCO)CCCO)cc1"
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CC1CC(N)c2cc(S(N)(=O)=O)sc2S1(=O)=O,"CC1CC(N)c2cc(S(N)(=O)=O)sc2S1(=O)=O,CCNC1CC(CO)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CCNC1CC(C)S(=O)(=O)c2sc(S(=O)(=O)NO)cc21,CC1CC(N)c2cc(S(N)(=O)=O)sc2S1(=O)=O"
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,"C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,C#CC1(O)CCC2C3CCC4=CC(=NOC)CCC4C3CCC21CC,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC"
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,"CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1,COc1ccc(CC(C)NCC(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(NC=O)c2)cc1","COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(N)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(N)c2)cc1,CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(N)c1,COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1"
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,"CNc1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1cc(O)c(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CNC1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4CC3CC12","CNc1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CNc1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,CN(C)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c1CC1CC2C(N(C)C)C(=O)C(C(N)=O)=C1O,CN(C)c1ccc(O)c2c1CC1CC3C(O)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CNC1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4CC3CC12,CNC1C(O)=C(C(N)=O)C(=O)C23OC2C2C(=O)c4c(O)ccc(N(C)C)c4CC2CC13,CN(C)c1ccc(O)c2c1CC1CC3C(O)C(O)=C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(O)=C1C2O"
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,"CC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)c(O)c3)C(=O)N2C1C(=O)O,CC1(C)CN2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2S1,CC1(CO)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3)C(=O)N2C1C(=O)O","CC1(C)SC(C(NC(=O)C(N)C(=O)O)C(=O)O)NC1C(=O)O,CC1(C)SC2C(N)C(=O)N2C1C(=O)O,CC1(C)SC(C(NC(=O)C(N)c2ccc(OS(=O)(=O)O)cc2)C(=O)O)NC1C(=O)O,CC1(C)SC2C(N=C(O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,CC1(C)SC2C(N)C(=O)N2C1C(=O)O"
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,"CC(CN1c2ccccc2SC2C=CC(O)=CC21)N(C)C,CNC(C)CN1c2ccccc2Sc2ccccc21,CC(CN1c2ccccc2S(=O)c2ccccc21)N(C)C","CNC(C)CN1c2ccccc2Sc2ccccc21,CC(CN1c2ccccc2S(=O)c2ccccc21)N(C)C,CC(CN1c2ccccc2Sc2ccc(O)cc21)N(C)C,CC(CN1c2ccccc2Sc2cc(O)ccc21)N(C)C"
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1,"CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNC)c(I)c1,CCCCc1oc2ccc(O)cc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[N+](C)(C)C)c(I)c1,CCN(CC)CCOc1c(I)cc(C(=O)O)cc1I,CCCCc1oc2cc(O)ccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1"
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,"CC1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23","CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4(C)OC2OC(C(=O)O)C(O)C(O)C2O)CC1,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4CO)CC1,CC1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4CO)CC1,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4(C)OCC2OC(O)C(O)C(O)C2O)CC1"
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O,"CCC1(c2ccccc2)C(=O)N=C(O)NC1=O,CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O"
CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,"CCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(S(C)=O)C(O)C(O)C2O)N(C)C1","CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(OC3OC(C(=O)O)C(O)C(O)C3O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C(O)C(O)C(O)C(=O)O)N(C)C1,CSC1OC(C(Cl)CCl)C(O)C(O)C1O,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(OS(=O)(=O)O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OC3OC(C(=O)O)C(O)C(O)C3O)C(O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(OC3OC(C(=O)O)C(O)C(O)C3O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C(O)C(O)C(O)CO)N(C)C1,CCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(OC3OC(C(=O)O)C(O)C(O)C3O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(OS(=O)(=O)O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OC3OC(C(=O)O)C(O)C(O)C3O)C(O)C2O)N(C)C1"
CN[C@@H](C)[C@H](O)c1ccccc1,"CC(O)C(O)c1ccccc1,CC(N)C(O)c1ccccc1","CNC(C)C(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1,CC(N)C(O)c1ccc(O)cc1,CC(=O)C(=O)c1ccccc1,CC(N)C(O)c1ccc(O)cc1,CNC(C)C(=O)c1ccccc1,CC(N)C(O)c1ccccc1,CNC(C)C(O)c1ccc(O)cc1,CC(N)C(O)c1ccccc1"
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,"Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1C(=O)NCCC1O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(O)NC1=O","Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(O)NC1=O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(O)NC1=O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(N)C(C)C,Cc1cc(O)cc(C)c1OCC(=O)NC(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1,Cc1cc(O)cc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1O,CC(=O)NC(C(=O)NC(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)COc1c(C)cccc1C)C(C)(C)O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,Cc1cc(O)cc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O"
O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,"NC(COC(=O)CCC(=O)O)C(O)c1ccc([N+](=O)[O-])cc1,Nc1ccc(C(O)C(COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl)cc1,Nc1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1"
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,"CCCSc1nc(N)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(O)C(O)C3O)c2n1","CCCS(=O)c1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(O)C(O)C3O)c2n1,OCCOC1CC(n2nnc3c(NC4CC(c5ccc(F)c(F)c5)C(O)C4O)nc(O)nc32)C(O)C1O,OCCOC1CC(n2nnc3c(NC4CC(c5ccc(F)c(F)c5)C(O)C4O)nc(S)nc32)C(O)C1O,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCC(=O)O)C(O)C3O)c2n1,OCCOC1CC(n2nnc3c(NC4CC4c4ccc(F)c(F)c4)nc(O)nc32)C(O)C1O,OCCOC1CC(n2nnc3c(NC4CC4c4ccc(F)c(F)c4)ncnc32)C(O)C1O,OCCOC1CC(n2nnc3c(NC4CC4c4ccc(F)c(F)c4)nc(O)nc32)C(O)C1O"
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,CCCCCCCCc1ccc(CCC(N)(CO)COP(=O)(O)O)cc1,"CCCCCCCCc1ccc(CCC(N)(CO)COC2OC(C(=O)O)C(O)C(O)C2O)cc1,CCCCCCCCc1ccc(CCC(N)(CO)C(=O)O)cc1,CCCCCCCCc1ccc(CCC(N)(CO)COC2OC(C(=O)O)C(O)C(O)C2O)cc1"
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,"CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32O4,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32O4,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4"
O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O)c1C2=O,"O=C(O)C1=CC2Cc3cccc(O)c3C(=O)C2C(OC2OC(CO)C(O)C(O)C2O)=C1,O=C(O)C1=CC2Cc3cccc(OC4OC(CO)C(O)C(O)C4O)c3C(=O)C2C(O)=C1,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cccc31)c1cccc(O)c1C2=O"
Clc1ccc(CCCOCCCN2CCCCC2)cc1,"O=C(O)CCCCNCCCOCCCc1ccc(Cl)cc1,[O-][N+]1(CCCOCCCc2ccc(Cl)cc2)CCCCC1","O=C(O)CCOCCCc1ccc(Cl)cc1,O=C(O)CCN1CCCCC1,OC(CCOCCCN1CCCCC1)c1ccc(Cl)cc1,OCCCc1ccc(Cl)cc1,O=C(O)CCc1ccc(Cl)cc1,OC1CCN(CCCOCCCc2ccc(Cl)cc2)CC1,OCCCN1CCCCC1,OCCCOCCCN1CCCCC1"
NC(=O)c1nc(F)cnc1O,NC(=O)c1nc(F)c(O)nc1O,"NC(=O)c1nc(F)c(N)[nH]c1=O,O=C(O)c1nc(F)cnc1O,NC(=O)c1nc(O)c[n+]([O-])c1[O-],NC(=O)c1nc(F)c[n+]([O-])c1O,NC(=O)c1nc(F)c[n+](C2OC(C(=O)[O-])C(O)C(O)C2O)c1O,NC(=O)c1nc(O)c(O)nc1O,NC(=O)c1nc(F)c(O)nc1O"
