SMILES,truth,predictions
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,"O=C(O)CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCCN1C=CN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCC[N+]1(OC(c2ccccc2)c2ccc(Cl)cc2)CCNCC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,[O-][N+]1(CCOCCO)CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCC[N+]1(O)CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(c1ccccc1)c1ccc(Cl)cc1,O=C(O)COCC[N+]1(O)CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1O,O=C(O)COCC[N+]1(O)CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Oc1ccc(C(O)c2ccc(Cl)cc2)cc1"
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,"CN1CCc2cccc3c2C1Cc1ccc(=O)c(=O)c13,COc1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3,CN1CCc2cccc3c2C1Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1-3,Oc1ccc2c(c1O)-c1cccc3c1C(C2)NCC3,COc1c(O)ccc2c1-c1cccc3c1C(C2)N(C)CC3,CN1CCc2cccc3c2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1-3","CN1CCc2cccc3c2C1Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1-3,COc1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3,CN1CCc2cccc3c2C1Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1-3,CN1CCc2cccc3c2C1Cc1cc(O)c(O)c(O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1-3,COc1ccc2c(c1O)-c1cccc3c1C(C2)NCC3,COc1cc2c(c(O)c1O)-c1cccc3c1C(C2)N(C)CC3,CN1CCc2cccc3c2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1-3,COc1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3,COc1ccc2c(c1O)-c1cccc3c1C(C2)NCC3,COc1ccc2c3c1-c1cccc(O)c1CC3NCC2,CN1CCc2cccc3c2C1Cc1ccc(OS(=O)(=O)O)c(O)c1-3"
CCN(CC)CCOC(=O)c1ccc(N)cc1,"Nc1ccc(C(=O)O)cc1,CCN(CC)CCO","Nc1ccc(C(=O)O)cc1,CCNCCOC(=O)c1ccc(N)cc1,CCN(CC)CCOC(=O)c1ccc(N=C(C)O)cc1,CCN(CC)CCOC(=O)c1ccc(NO)cc1,CCN(CC)CCOC(=O)c1ccc(NC(C)=O)cc1,Nc1ccc(C(=O)[O-])cc1,CCN(CC)CCOC(=O)c1ccc(O)cc1"
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C(O)C1OC(OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O,"OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C(O)C1OC(OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O,O=C1Nc2ccc(Cl)cc2C(c2ccc(O)cc2)=NC1O,OCC1OC(OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O,O=C(O)C1OC(OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O,O=CNc1ccc(Cl)cc1C(=NCC(=O)O)c1ccccc1,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1OC1OC(C(=O)O)C(O)C(O)C1O,O=C(O)CN=C(c1ccccc1)c1cc(Cl)ccc1NC(=O)C(O)CO,O=C(O)C1OC(OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1OC1OC(C(=O)O)C(O)C(O)C1O,O=C1Nc2c(O)cc(Cl)cc2C(c2ccccc2)=NC1O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1OC1OC(C(=O)O)C(O)C(O)C1O,N=C(c1ccccc1)c1cc(Cl)ccc1NC(=O)C(=O)O"
CN[C@@H](C)[C@@H](O)c1ccccc1,CC(N)C(O)c1ccccc1,"CC(N)C(O)c1ccccc1,CNC(C)C(=O)c1ccccc1,CNC(C)C(O)c1ccc(O)c(O)c1,CC(N)C(O)c1ccc(O)cc1,CC(N)C(O)c1ccccc1,CC(N)C(O)c1ccc(O)cc1,CNC(C)C(O)c1ccc(O)cc1,CC(N)C(O)c1ccc(O)cc1,CC(N)C(O)c1ccccc1,CC(N)C(O)c1ccc(O)cc1,CC(=O)NC(C)C(O)c1ccccc1,CC(N)C(O)c1ccc(O)cc1,CC(N)C(=O)c1ccccc1,CNC(C)C(=O)c1ccccc1"
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,CCCCNc1ccc(C(=O)O)cc1,"CCCCNc1ccc(C(=O)O)cc1,CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(N)cc1,CCCCN(CCCC)c1ccc(C(=O)O)cc1"
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CC1CC(N)c2cc(S(N)(=O)=O)sc2S1(=O)=O,"CC1CC(N)c2cc(S(N)(=O)=O)sc2S1(=O)=O,CC1CC(N)c2cc(S(N)(=O)=O)sc2S1(=O)=O,CCNC1CC(CO)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CC(=O)NC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CC1CC(N)c2cc(S(N)(=O)=O)sc2S1(=O)=O,CCNC1CC(C)S(=O)(=O)c2sc(S(=O)(=O)NO)cc21,CC1CC(N)c2cc(S(N)(=O)=O)sc2S1(=O)=O,CC1CC(N)c2cc(S(N)(=O)=O)sc2S1(=O)=O"
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,"C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21C,C#CC1(O)CCC2C3CCC4CC(=O)CCC4C3CCC21CC,C#CC1(O)CCC2C3CCC4=CC(=NOC)CCC4C3CCC21C,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CCC4CC(=O)CCC4C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=N)CCC4C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CCC4CC(=O)CCC4C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,C#CC1(O)CCC2C3CCC4CC(=NO)CCC4C3CCC21CC"
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,"CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1,COc1ccc(CC(C)NCC(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(NC=O)c2)cc1","COc1ccc(CC(C)NCC(O)c2ccc3ocnc3c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(N)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1,CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(N)c1,COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(N)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc3c(c2)NCO3)cc1,CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(N)c1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1"
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,"CNc1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1cc(O)c(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CNC1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4CC3CC12","CNC1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(Cc4c(N(C)C)ccc(O)c4C3O)CC12,CN(C)c1ccc(OS(=O)(=O)O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C21O,CN(C)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c1CC1CC2C(N(C)C)C(=O)C(C(N)=O)=C1O,CNc1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CNC1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4CC3CC12,CNc1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(O)=C1C2=O,CNc1ccc(O)c2c1CC1CC3C(NC)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C(O)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CNc1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C(O)C(O)=C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C(O)C(O)=C(C(N)=O)C(=O)C3(O)C(=O)C1=C2O,CNC1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4CC3CC12,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(N)c4CC3CC12,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)CC(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C(N)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c1CC1CC2C(N(C)C)C(=O)C1=O,CNC1C(O)=C(C(N)=O)C(=O)C23OC2C2C(=O)c4c(O)ccc(N(C)C)c4CC2CC13"
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,"CC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)c(O)c3)C(=O)N2C1C(=O)O,CC1(C)CN2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2S1,CC1(CO)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3)C(=O)N2C1C(=O)O","CC1(C)SC2C(N)C(=O)N2C1C(=O)O,CC1(C)SC2C(N=C(O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,NC(C(=O)NC(CS)C(=O)O)c1ccc(O)cc1,CC1(C)SC(C(NC(=O)C(N)c2ccc(O)c(O)c2)C(=O)O)NC1C(=O)O,CC1(C)SC(C(NC(=O)C(N)c2ccc(O)cc2)C(=O)O)NC1C(=O)O,CC1(C)SC(C(NC(=O)C(N)C(=O)O)C(=O)O)NC1C(=O)O,CC1(C)SC2C(N)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,CC1(C)SC(C(NC(=O)C(N)c2ccc(OS(=O)(=O)O)cc2)C(=O)O)NC1C(=O)O,CC1(C)SC2C(N=C(O)C(N)c3ccc(O)c(O)c3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(OS(=O)(=O)O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC(C(NC(=O)C(N)c2ccc(OS(=O)(=O)O)cc2)C(=O)O)NC1C(=O)O"
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,"CC(CN1c2ccccc2SC2C=CC(O)=CC21)N(C)C,CNC(C)CN1c2ccccc2Sc2ccccc21,CC(CN1c2ccccc2S(=O)c2ccccc21)N(C)C","CC(CN1c2ccccc2Sc2cc(O)ccc21)N(C)C,CNC(C)CN1c2ccccc2S(=O)c2ccccc21,CC(CN1c2ccccc2S(=O)c2ccccc21)N(C)C,CC(CN1c2ccccc2Sc2ccc(O)cc21)N(C)C,CNC(C)CN1c2ccccc2Sc2ccccc21,CC(CN1c2ccccc2Sc2ccccc21)N(C)CO,CC(CN1c2ccccc2Sc2c(O)cccc21)N(C)C"
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1,"CCN(CC)CCOc1c(I)cc(C(=O)O)cc1I,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1ccc(OCC[N+]([O-])(CC)CC)c(I)c1,CCCCc1oc2cc(O)ccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccc(O)cc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1ccc(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNC)c(I)c1,CCN(CC)CCOc1c(I)cc(C(=O)c2c(CCC(=O)O)oc3ccccc23)cc1I,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[N+](C)(C)C)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[N+](C)(C)C)c(I)c1O"
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,"CC1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23","CC1COc2c(N3CCN(C)C(O)C3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)OC4OC(C(=O)O)C(O)C(O)C4O)cn1c23,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4CO)CC1,CC1COc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4(C)OCC2OC(O)C(O)C(O)C2O)CC1,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4COC2OC(O)C(O)C(O)C2O)CC1,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4CO)CC1O,CC1COC2C(=CC(F)=C2N2CCNCC2)C(=O)N1,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4CO)CC1"
