SMILES,truth,predictions
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,"O=C(O)C1OC(OCCOCCN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)C(O)C(O)C1O,O=S(=O)(O)OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,OCCOCCN1CCN(C(c2ccc(Cl)cc2)c2ccccc2O)CC1,[O-][N+]1(C(c2ccccc2)c2ccc(Cl)cc2)CCN(CCOCCO)CC1,[O-][N+]1(CCOCCO)CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=CCOCCO,Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,OCCOCCN1CCNCC1,O=C(c1ccccc1)c1ccc(Cl)cc1,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2O)CC1,OCCOCCN1CCN(C(c2ccc(Cl)cc2)c2ccccc2O)CC1,OCCOCCN1CCN(C(c2ccc(O)cc2)c2ccc(Cl)cc2)CC1,O=CCO,OCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,OCCO,O=CCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1O,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)C(O)C1,O=CCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)c(O)c2)CC1,OCCOCC(O)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1O,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)C(O)C1"
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,"CN1CCc2cccc3c2C1Cc1ccc(=O)c(=O)c13,COc1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3,CN1CCc2cccc3c2C1Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1-3,Oc1ccc2c(c1O)-c1cccc3c1C(C2)NCC3,COc1c(O)ccc2c1-c1cccc3c1C(C2)N(C)CC3,CN1CCc2cccc3c2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1-3","CN1CCc2cccc3c2C1Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(O)c(OS(=O)(=O)O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(OS(=O)(=O)O)c(O)c1-3,COc1c(O)ccc2c1-c1cccc3c1C(C2)N(C)CC3,COc1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3,CN1CCc2cccc3c2C1Cc1cc(O)c(O)c(O)c1-3,C[N+]1([O-])CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,Oc1ccc2c(c1O)-c1cccc3c1C(C2)NCC3,CN1C(O)Cc2cccc3c2C1Cc1ccc(O)c(O)c1-3,CN1CC(O)c2cccc3c2C1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2C1C(O)c1ccc(O)c(O)c1-3,CN1C(O)Cc2cccc3c2C1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2C1(O)Cc1ccc(O)c(O)c1-3"
CCN(CC)CCOC(=O)c1ccc(N)cc1,"Nc1ccc(C(=O)O)cc1,CCN(CC)CCO","CCN(CC)CCO,Nc1ccc(C(=O)O)cc1,CCN(CC)CCOC(=O)c1ccc(N)c(O)c1,CC[N+]([O-])(CC)CCOC(=O)c1ccc(N)cc1,CCN(CC)CCOC(=O)c1ccc(NO)cc1,CCN(CCO)CCOC(=O)c1ccc(N)cc1,CC=O,CCNCCOC(=O)c1ccc(N)cc1,CCNCC,Nc1ccc(C(=O)OCC=O)cc1,CCN(CCOC(=O)c1ccc(N)cc1)C(C)O,CCN(CC)C(O)COC(=O)c1ccc(N)cc1,CCN(CC)CCOC(=O)c1ccc(NC2OC(C(=O)O)C(O)C(O)C2O)cc1,CC[N+](CC)(CCOC(=O)c1ccc(N)cc1)C1OC(C(=O)O)C(O)C(O)C1O"
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C(O)C1OC(OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O,"O=C1Nc2ccc(Cl)cc2C(c2ccccc2O)=NC1O,O=C1Nc2cc(O)c(Cl)cc2C(c2ccccc2)=NC1O,O=C1Nc2ccc(Cl)cc2C(c2ccc(O)cc2)=NC1O,O=C1Nc2c(O)cc(Cl)cc2C(c2ccccc2)=NC1O,O=C1Nc2ccc(Cl)c(O)c2C(c2ccccc2)=NC1O"
CN[C@@H](C)[C@@H](O)c1ccccc1,CC(N)C(O)c1ccccc1,"CNC(C)C(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1,CNC(C)C(OS(=O)(=O)O)c1ccccc1,CNC(C)C(O)c1ccccc1O,CNC(C)C(=O)c1ccccc1,CNC(C)C(O)c1ccc(O)cc1,CNC(CO)C(O)c1ccccc1,C=C(NC)C(O)c1ccccc1,CC(N)C(O)c1ccccc1,CN,CC(=O)C(O)c1ccccc1"
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,CCCCNc1ccc(C(=O)O)cc1,"CCCCNc1ccc(C(=O)O)cc1,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,CCC(O)CNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,COCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(NCCC(C)O)cc1,CCCCNc1ccc(C(=O)OCC=O)cc1,COCCOCCOCCOCCOCCOCCOCCOCCO,CCCCNc1ccc(C(=O)OCCO)cc1,COCCOCCOCCOCCOCCOCCOCCOCC=O,CCCCNc1ccc(C(=O)OCCOCC=O)cc1,COCCOCCOCCOCCOCCOCCOCCO,CCCCNc1ccc(C(=O)OCCOCCO)cc1,COCCOCCOCCOCCOCCOCCOCC=O,CCCCNc1ccc(C(=O)OCCOCCOCC=O)cc1,COCCOCCOCCOCCOCCOCCO,CCCCNc1ccc(C(=O)OCCOCCOCCO)cc1,COCCOCCOCCOCCOCCOCC=O,CCCCNc1ccc(C(=O)OCCOCCOCCOCC=O)cc1,COCCOCCOCCOCCOCCO,CCCCNc1ccc(C(=O)OCCOCCOCCOCCO)cc1,COCCOCCOCCOCCOCC=O,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCC=O)cc1,COCCOCCOCCOCCO,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCO)cc1,COCCOCCOCCOCC=O,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCC=O)cc1,COCCOCCOCCO,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCO)cc1,COCCOCCOCC=O,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCC=O)cc1,COCCOCCO,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCO)cc1,COCCOCC=O,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCC=O)cc1,COCCO,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCO)cc1,COCC=O,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,COCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(NCCCCO)cc1,C=CCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,CCCC=O,COCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(N)cc1"
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CC1CC(N)c2cc(S(N)(=O)=O)sc2S1(=O)=O,"CCNC1CC(C)S(=O)(=O)c2sc(S(=O)(=O)NC3OC(C(=O)O)C(O)C(O)C3O)cc21,CCNC1c2cc(S(N)(=O)=O)sc2S(=O)(=O)C(C)C1O,CC1CC(NCCO)c2cc(S(N)(=O)=O)sc2S1(=O)=O,CC=O,CC1CC(N)c2cc(S(N)(=O)=O)sc2S1(=O)=O,CCN,CC1CC(=O)c2cc(S(N)(=O)=O)sc2S1(=O)=O,CCNC1CC(CO)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CCNC1CC(C)S(=O)(=O)c2c1cc(S(N)(=O)=O)[s+]2[O-]"
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,"C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,CC(=O)O,C#CC1(OC(C)=O)C(O)CC2C3CCC4=CC(=NO)CCC4C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)C(O)CC4C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CCC4=C(O)C(=NO)CCC4C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21C(C)O,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CCO,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21C=C,C#CC1(OC(C)=O)CCC2C3CC(O)C4=CC(=NO)CCC4C3CCC21CC"
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,"CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1,COc1ccc(CC(C)NCC(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(NC=O)c2)cc1","COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(OS(=O)(=O)O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OC)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(=O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(C(O)C(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(N(O)C=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)c(O)c1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2O)cc1,COc1ccc(CC(CO)NCC(O)c2ccc(O)c(NC=O)c2)cc1,C=C(Cc1ccc(OC)cc1)NCC(O)c1ccc(O)c(NC=O)c1,COc1ccc(CC(C)NCC(O)c2cc(O)c(O)c(NC=O)c2)cc1,COc1ccc(CC(C)=O)cc1,NCC(O)c1ccc(O)c(NC=O)c1,COc1ccc(CC(C)N)cc1,O=CNc1cc(C(O)C=O)ccc1O"
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,"CNc1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1cc(O)c(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CNC1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4CC3CC12","CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2O,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C([N+](C)(C)C4OC(C(=O)O)C(O)C(O)C4O)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(OS(=O)(=O)O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,COc1ccc(N(C)C)c2c1C(=O)C1=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3CC1C2,CNc1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1c(O)cc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1cc(O)c(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1C(=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C1O)C2=O,CN(C)c1ccc(O)c2c1CC1CC3C([N+](C)(C)[O-])C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CNc1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C(=O)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CNC,CNC1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4CC3CC12,CN(C)c1ccc(O)c2c1CC1(O)CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3(O)C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C(O)(C(=O)C(C(N)=O)=C(O)C3(O)N(C)C)C(O)=C1C2=O"
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,"CC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)c(O)c3)C(=O)N2C1C(=O)O,CC1(C)CN2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2S1,CC1(CO)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3)C(=O)N2C1C(=O)O","CC1(C)SC(C(NC(=O)C(N)c2ccc(O)cc2)C(=O)O)NC1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)NCC(=O)O,CC(=O)N(C(=O)C(N)c1ccc(O)cc1)C1C(=O)N2C1SC(C)(C)C2C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,CC1(C)SC2C(NC(=O)C(N)c3ccc(OS(=O)(=O)O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)OC(CC(=O)[O-])C[N+](C)(C)C,COc1ccc(C(N)C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)cc1,CC1(C)SC2C(NC(=O)C(N)(O)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)c(O)c3)C(=O)N2C1C(=O)O,CC1(C)C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2S1=O,CC1(CO)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)[N+]2([O-])C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O"
