SMILES,truth,predictions
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,"O=S(=O)(O)OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)C1OC(OCCOCCN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)C(O)C(O)C1O,OCCO,OCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,OCC(O)OCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=CCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=CCO,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,OCCOCCNCCNC(c1ccccc1)c1ccc(Cl)cc1,Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,[O-][N+]1(CCOCCO)CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,OCCOCC(O)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=CCOCCO,OCCOCCO,OCCOCCN1CCN(C(c2ccc(Cl)cc2)c2cccc(O)c2)CC1"
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,"CN1CCc2cccc3c2C1Cc1ccc(=O)c(=O)c13,COc1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3,CN1CCc2cccc3c2C1Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1-3,Oc1ccc2c(c1O)-c1cccc3c1C(C2)NCC3,COc1c(O)ccc2c1-c1cccc3c1C(C2)N(C)CC3,CN1CCc2cccc3c2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1-3","CN1CCc2cccc3c2C1Cc1ccc(O)c(OS(=O)(=O)O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(OS(=O)(=O)O)c(O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1-3,C[N+]1([O-])CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,OCN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,Oc1ccc2c(c1O)-c1cccc3c1C(C2)NCC3,COc1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3,CNC1Cc2ccc(O)c(O)c2-c2cccc(CC=O)c21,CN1C(O)Cc2cccc3c2C1Cc1ccc(O)c(O)c1-3,CN1C(=O)Cc2cccc3c2C1Cc1ccc(O)c(O)c1-3,CN1CC(O)c2cccc3c2C1Cc1ccc(O)c(O)c1-3,CNCCc1cccc2c1C(=O)Cc1ccc(O)c(O)c1-2,COc1c(O)ccc2c1-c1cccc3c1C(C2)N(C)CC3,CN1CCc2cccc3c2C1Cc1c(O)cc(O)c(O)c1-3"
CCN(CC)CCOC(=O)c1ccc(N)cc1,"Nc1ccc(C(=O)O)cc1,CCN(CC)CCO","CCN(CC)CCOC(=O)c1ccc(NC(C)=O)cc1,CCN(CC)CCOC(=O)c1ccc(NS(=O)(=O)O)cc1,CCN(CC)CCOC(=O)c1ccc(NC2OC(C(=O)O)C(O)C(O)C2O)cc1,Nc1ccc(C(=O)OCCO)cc1,Nc1ccc(C(=O)OCC=O)cc1,CCN(CC)C(O)COC(=O)c1ccc(N)cc1,CCNCC,CC[N+]([O-])(CC)CCOC(=O)c1ccc(N)cc1,Nc1ccc(C(=O)O)cc1,CCN(CC)CC=O,CCNCCOC(=O)c1ccc(N)cc1,CCN(CCOC(=O)c1ccc(N)cc1)C(C)O,CC=O,CCO,CCN(CC)CCO"
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C(O)C1OC(OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O,"O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1OC1OC(C(=O)O)C(O)C(O)C1O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1OS(=O)(=O)O,O=C1Nc2ccc(Cl)cc2C(c2cccc(O)c2)=NC1O,O=C1Nc2ccc(Cl)cc2C(c2ccc(O)cc2)=NC1O,COc1cc(C2=NC(O)C(=O)Nc3ccc(Cl)cc32)ccc1O,O=C1Nc2c(O)cc(Cl)cc2C(c2ccccc2)=NC1O,O=C1Nc2cc(O)c(Cl)cc2C(c2ccccc2)=NC1O,O=c1nc(-c2ccccc2)c2cc(Cl)ccc2[nH]c1=O,[H]N=C(c1ccccc1)c1cc(Cl)ccc1NC(=O)C(=O)O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1(O)O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1O,Nc1ccc(Cl)cc1C(=NC(O)C(=O)O)c1ccccc1,O=C1C(O)N=C(c2ccccc2)c2cc(Cl)ccc2N1O,NC(CCC(=O)NC(CSc1ccc2c(c1)C(c1ccccc1)=NC(O)C(=O)N2)C(=O)NCC(=O)O)C(=O)O,NC(O)C(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1"
CN[C@@H](C)[C@@H](O)c1ccccc1,CC(N)C(O)c1ccccc1,"CC(=O)N(C)C(C)C(O)c1ccccc1,CC(N)C(O)c1ccccc1,CC(NCO)C(O)c1ccccc1,CC(C(O)c1ccccc1)N(C)O,CNC(C)C(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1,CNC(C)C(OS(=O)(=O)O)c1ccccc1,C=[NH+]C(C)C(O)c1ccccc1,CNC(C)C(=O)c1ccccc1,CNC(C)C(O)c1ccc(O)cc1,CNC(C)C(O)(O)c1ccccc1,CNC(C)C(O)c1cccc(O)c1,CNC(C)(O)C(O)c1ccccc1,CNC(C)C(O)c1ccc(O)c(OC)c1,CNC(C)=Cc1ccccc1,CC(=O)C(O)c1ccccc1"
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,CCCCNc1ccc(C(=O)O)cc1,"CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCC=O)cc1,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCO)cc1,CCCCN(O)c1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,CCCC(O)Nc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,COCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(N)cc1,CCCCO,CCCC=O,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCC=O,CCCCNc1ccc(C(=O)O)cc1,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCC(O)OC)cc1,CCCCN(c1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1)C1OC(C(=O)O)C(O)C(O)C1O,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCC=O)cc1,COCCO"
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CC1CC(N)c2cc(S(N)(=O)=O)sc2S1(=O)=O,"CCNC1CC(C)S(=O)(=O)c2sc(S(=O)(=O)NC(C)=O)cc21,CC(O)NC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CC1CC(N)c2cc(S(N)(=O)=O)sc2S1(=O)=O,CC=O,CCN(O)C1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CCO,CCNC1CC(CO)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CC1CC(=O)c2cc(S(N)(=O)=O)sc2S1(=O)=O,CCN,CCN=C1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CCNC1(O)CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CCNC1CC(C)S(=O)(=O)C2=C1C=C(S(N)(=O)=O)S2=O,CC1CC(NCCO)c2cc(S(N)(=O)=O)sc2S1(=O)=O,CCNC1c2cc(S(N)(=O)=O)sc2S(=O)(=O)C(C)C1O,CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)c(O)c21"
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,"C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NOC5OC(C(=O)O)C(O)C(O)C5O)CCC4C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,C#CC1(OC(=O)C(=O)O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,C#CC1(OC(=O)CO)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CCC45OC4C(=NO)CCC5C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)C(O)CC4C3CCC21CC,C#CC1(OC(C)=O)C(O)CC2C3CCC4=CC(=NO)CCC4C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CC(O)C4=CC(=NO)CCC4C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC(=O)O,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21C(C)O,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CCO,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4(O)C3CCC21CC,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CC(O)C4C3CCC21CC,C#CC1(OC(C)=O)CCC2C3C(O)CC4=CC(=NO)CCC4C3CCC21CC"
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,"CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1,COc1ccc(CC(C)NCC(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(NC=O)c2)cc1","COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccc(O)c(NC=O)c2)cc1,CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1,CC(Cc1ccc(OCO)cc1)NCC(O)c1ccc(O)c(NC=O)c1,O=CNc1cc(C(O)CO)ccc1O,COc1ccc(CC(C)NC(O)C(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)N(O)CC(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(=O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NC=Cc2ccc(O)c(NC=O)c2)cc1,O=CNc1cc(C(O)C=O)ccc1O,COc1ccc(CC(C)N)cc1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2O)cc1,COc1ccc(CC(C)NCC(O)(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(OS(=O)(=O)O)c2ccc(O)c(NC=O)c2)cc1"
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,"CNc1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1cc(O)c(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CNC1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4CC3CC12","CN(C)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(OS(=O)(=O)O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(OC3OC(C(=O)O)C(O)C(O)C3O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C3(O)OC13C2=O,CN(C)c1ccc(O)c2c1C=C1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1(O)CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc([N+](C)(C)[O-])c4CC3CC12,CNc1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,COc1ccc(N(C)C)c2c1C(=O)C1=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3CC1C2,CN(CO)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(OC4OC(C(=O)O)C(O)C(O)C4O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(OC3OC(C(=O)O)C(O)C(O)C3O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(O)C3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O"
